pattern,unique_membership_queries,membership_queries,equivalence_queries,precision,recall,f1
((((a|a)*)a)|ε),76,76,2,1.0,1.0,1.0
((((a|a)*)b)|ε),87,87,2,0,0,0
((((a|b)*)a)|ε),35,35,1,1.0,1.0,1.0
((((a|b)*)b)|ε),35,35,1,1.0,1.0,1.0
((((b|a)*)a)|ε),35,35,1,1.0,1.0,1.0
((((b|a)*)b)|ε),35,35,1,1.0,1.0,1.0
((((b|b)*)a)|ε),76,76,2,0,0,0
((((b|b)*)b)|ε),73,73,2,1.0,1.0,1.0
(((a*)(a|a))|ε),76,76,2,1.0,1.0,1.0
(((a*)(a|b))|ε),76,76,2,1.0,1.0,1.0
(((a*)(b|a))|ε),76,76,2,1.0,1.0,1.0
(((a*)(b|b))|ε),87,87,2,0,0,0
(((b*)(a|a))|ε),76,76,2,0,0,0
(((b*)(a|b))|ε),77,77,2,1.0,1.0,1.0
(((b*)(b|a))|ε),77,77,2,1.0,1.0,1.0
(((b*)(b|b))|ε),73,73,2,1.0,1.0,1.0
(((a|ε)(aa))|ε),33,33,1,0,0.0,0
(((a|ε)(ab))|ε),33,33,1,0,0,0
(((a|ε)(ba))|ε),33,33,1,0,0,0
(((a|ε)(bb))|ε),33,33,1,0,0,0
(((b|ε)(aa))|ε),33,33,1,0,0,0
(((b|ε)(ab))|ε),33,33,1,0,0,0
(((b|ε)(ba))|ε),33,33,1,0,0,0
(((b|ε)(bb))|ε),33,33,1,0,0,0
((a((a|ε)a))|ε),33,33,1,0,0.0,0
((a((a|ε)b))|ε),33,33,1,0,0,0
((a((b|ε)a))|ε),33,33,1,0,0,0
((a((b|ε)b))|ε),33,33,1,0,0,0
((a(a(a|ε)))|ε),33,33,1,0,0.0,0
((a(a(b|ε)))|ε),33,33,1,0,0,0
((a(a(a*)))|ε),33,33,1,0,0.0,0
((a(a(b*)))|ε),33,33,1,0,0,0
((a(b(a|ε)))|ε),33,33,1,0,0,0
((a(b(b|ε)))|ε),33,33,1,0,0,0
((a(b(a*)))|ε),33,33,1,0,0,0
((a(b(b*)))|ε),33,33,1,0,0.0,0
((a((a*)a))|ε),33,33,1,0,0.0,0
((a((a*)b))|ε),33,33,1,0,0,0
((a((b*)a))|ε),33,33,1,0,0.0,0
((a((b*)b))|ε),33,33,1,0,0.0,0
((b((a|ε)a))|ε),33,33,1,0,0,0
((b((a|ε)b))|ε),33,33,1,0,0,0
((b((b|ε)a))|ε),33,33,1,0,0,0
((b((b|ε)b))|ε),33,33,1,0,0,0
((b(a(a|ε)))|ε),33,33,1,0,0,0
((b(a(b|ε)))|ε),33,33,1,0,0,0
((b(a(a*)))|ε),33,33,1,0,0.0,0
((b(a(b*)))|ε),33,33,1,0,0,0
((b(b(a|ε)))|ε),33,33,1,0,0,0
((b(b(b|ε)))|ε),33,33,1,0,0,0
((b(b(a*)))|ε),33,33,1,0,0,0
((b(b(b*)))|ε),33,33,1,0,0.0,0
((b((a*)a))|ε),33,33,1,0,0.0,0
((b((a*)b))|ε),33,33,1,0,0.0,0
((b((b*)a))|ε),33,33,1,0,0,0
((b((b*)b))|ε),33,33,1,0,0.0,0
(((a*)(aa))|ε),33,33,1,0,0.0,0
(((a*)(ab))|ε),33,33,1,0,0,0
(((a*)(ba))|ε),33,33,1,0,0.0,0
(((a*)(bb))|ε),33,33,1,0,0,0
(((b*)(aa))|ε),147,147,3,1.0,1.0,1.0
(((b*)(ab))|ε),33,33,1,0,0,0
(((b*)(ba))|ε),33,33,1,0,0,0
(((b*)(bb))|ε),33,33,1,0,0.0,0
(a|(a|(a|(a|a)))),76,76,2,0,0,0
(a|(a|(a|(a|b)))),77,77,2,0,0,0
(a|(a|(a|(b|a)))),77,77,2,0,0,0
(a|(a|(a|(b|b)))),77,77,2,0,0,0
(a|(a|(b|(a|a)))),77,77,2,0,0,0
(a|(a|(b|(a|b)))),77,77,2,0,0,0
(a|(a|(b|(b|a)))),77,77,2,0,0,0
(a|(a|(b|(b|b)))),77,77,2,0,0,0
(a|(b|(a|(a|a)))),77,77,2,0,0,0
(a|(b|(a|(a|b)))),77,77,2,0,0,0
(a|(b|(a|(b|a)))),77,77,2,0,0,0
(a|(b|(a|(b|b)))),77,77,2,0,0,0
(a|(b|(b|(a|a)))),77,77,2,0,0,0
(a|(b|(b|(a|b)))),77,77,2,0,0,0
(a|(b|(b|(b|a)))),77,77,2,0,0,0
(a|(b|(b|(b|b)))),77,77,2,0,0,0
(a|((a|ε)a)),80,80,2,0,0,0
(a|((a|ε)b)),95,95,2,0,0,0
(a|((b|ε)a)),76,76,2,0,0,0
(a|((b|ε)b)),76,76,2,0,0,0
(a|(a(a|ε))),80,80,2,0,0,0
(a|(a(b|ε))),95,95,2,0,0,0
(a|(a(a*))),76,76,2,1.0,1.0,1.0
(a|(a(b*))),76,76,2,0,0,0
(a|(b(a|ε))),76,76,2,0,0,0
(a|(b(b|ε))),76,76,2,0,0,0
(a|(b(a*))),77,77,2,1.0,1.0,1.0
(a|(b(b*))),96,96,2,1.0,1.0,1.0
(a|((a*)a)),76,76,2,1.0,1.0,1.0
(a|((a*)b)),102,102,2,0,0,0
(a|((b*)a)),76,76,2,0,0,0
(a|((b*)b)),96,96,2,1.0,1.0,1.0
(a|((a|a)*)),35,35,1,1.0,1.0,1.0
(a|((a|b)*)),33,33,1,1.0,1.0,1.0
(a|((b|a)*)),33,33,1,1.0,1.0,1.0
(a|((b|b)*)),76,76,2,0,0.0,0
(a|(a*)|(a*)),35,35,1,1.0,1.0,1.0
(a|(a*)|(b*)),163,163,3,1.0,1.0,1.0
(a|(b*)|(a*)),163,163,3,1.0,1.0,1.0
(a|(b*)|(b*)),76,76,2,0,0.0,0
(b|(a|(a|(a|a)))),77,77,2,0,0,0
(b|(a|(a|(a|b)))),77,77,2,0,0,0
(b|(a|(a|(b|a)))),77,77,2,0,0,0
(b|(a|(a|(b|b)))),77,77,2,0,0,0
(b|(a|(b|(a|a)))),77,77,2,0,0,0
(b|(a|(b|(a|b)))),77,77,2,0,0,0
(b|(a|(b|(b|a)))),77,77,2,0,0,0
(b|(a|(b|(b|b)))),77,77,2,0,0,0
(b|(b|(a|(a|a)))),77,77,2,0,0,0
(b|(b|(a|(a|b)))),77,77,2,0,0,0
(b|(b|(a|(b|a)))),77,77,2,0,0,0
(b|(b|(a|(b|b)))),77,77,2,0,0,0
(b|(b|(b|(a|a)))),77,77,2,0,0,0
(b|(b|(b|(a|b)))),77,77,2,0,0,0
(b|(b|(b|(b|a)))),77,77,2,0,0,0
(b|(b|(b|(b|b)))),87,87,2,0,0,0
(b|((a|ε)a)),110,110,2,0,0,0
(b|((a|ε)b)),110,110,2,0,0,0
(b|((b|ε)a)),80,80,2,0.0,0,0
(b|((b|ε)b)),77,77,2,0,0,0
(b|(a(a|ε))),110,110,2,0,0,0
(b|(a(b|ε))),110,110,2,0,0,0
(b|(a(a*))),80,80,2,1.0,1.0,1.0
(b|(a(b*))),96,96,2,0,0,0
(b|(b(a|ε))),80,80,2,0.0,0,0
(b|(b(b|ε))),77,77,2,0,0,0
(b|(b(a*))),80,80,2,1.0,1.0,1.0
(b|(b(b*))),73,73,2,1.0,1.0,1.0
(b|((a*)a)),80,80,2,1.0,1.0,1.0
(b|((a*)b)),87,87,2,0,0,0
(b|((b*)a)),77,77,2,0.0,0,0
(b|((b*)b)),73,73,2,1.0,1.0,1.0
(b|((a|a)*)),76,76,2,0.3333333333333333,1.0,0.5
(b|((a|b)*)),33,33,1,1.0,1.0,1.0
(b|((b|a)*)),33,33,1,1.0,1.0,1.0
(b|((b|b)*)),35,35,1,1.0,1.0,1.0
(b|(a*)|(a*)),76,76,2,0.3333333333333333,1.0,0.5
(b|(a*)|(b*)),163,163,3,1.0,1.0,1.0
(b|(b*)|(a*)),163,163,3,1.0,1.0,1.0
(b|(b*)|(b*)),35,35,1,1.0,1.0,1.0
((aa)|(a*)),35,35,1,1.0,1.0,1.0
((aa)|(b*)),96,96,2,1.0,1.0,1.0
((ab)|(a*)),35,35,1,1.0,1.0,1.0
((ab)|(b*)),102,102,2,1.0,1.0,1.0
((ba)|(a*)),107,107,2,1.0,1.0,1.0
((ba)|(b*)),35,35,1,1.0,1.0,1.0
((bb)|(a*)),103,103,2,1.0,1.0,1.0
((bb)|(b*)),35,35,1,1.0,1.0,1.0
((a*)|((aa)*)),35,35,1,1.0,1.0,1.0
((a*)|((ab)*)),35,35,1,1.0,0.5,0.6666666666666666
((a*)|((ba)*)),107,107,2,1.0,1.0,1.0
((a*)|((bb)*)),198,198,3,1.0,1.0,1.0
((b*)|((aa)*)),96,96,2,1.0,1.0,1.0
((b*)|((ab)*)),102,102,2,1.0,1.0,1.0
((b*)|((ba)*)),35,35,1,1.0,1.0,1.0
((b*)|((bb)*)),35,35,1,1.0,1.0,1.0
(((aa)*)|(a*)),35,35,1,1.0,1.0,1.0
(((aa)*)|(b*)),96,96,2,1.0,1.0,1.0
(((ab)*)|(a*)),35,35,1,1.0,0.5,0.6666666666666666
(((ab)*)|(b*)),102,102,2,1.0,1.0,1.0
(((ba)*)|(a*)),107,107,2,1.0,1.0,1.0
(((ba)*)|(b*)),35,35,1,1.0,1.0,1.0
(((bb)*)|(a*)),198,198,3,1.0,1.0,1.0
(((bb)*)|(b*)),35,35,1,1.0,1.0,1.0
(((a|a)|ε)(a|ε)),33,33,1,0,0,0
(((a|a)|ε)(b|ε)),33,33,1,0,0,0
(((a|a)|ε)(a*)),76,76,2,1.0,1.0,1.0
(((a|a)|ε)(b*)),76,76,2,0,0,0
(((a|b)|ε)(a|ε)),33,33,1,0,0,0
(((a|b)|ε)(b|ε)),33,33,1,0,0,0
(((a|b)|ε)(a*)),76,76,2,1.0,1.0,1.0
(((a|b)|ε)(b*)),77,77,2,1.0,1.0,1.0
(((b|a)|ε)(a|ε)),33,33,1,0,0,0
(((b|a)|ε)(b|ε)),33,33,1,0,0,0
(((b|a)|ε)(a*)),76,76,2,1.0,1.0,1.0
(((b|a)|ε)(b*)),77,77,2,1.0,1.0,1.0
(((b|b)|ε)(a|ε)),33,33,1,0,0,0
(((b|b)|ε)(b|ε)),33,33,1,0,0,0
(((b|b)|ε)(a*)),80,80,2,1.0,1.0,1.0
(((b|b)|ε)(b*)),73,73,2,1.0,1.0,1.0
((a|ε)((a|a)|ε)),33,33,1,0,0,0
((a|ε)((a|b)|ε)),33,33,1,0,0,0
((a|ε)((b|a)|ε)),33,33,1,0,0,0
((a|ε)((b|b)|ε)),33,33,1,0,0,0
((a|ε)((a|a)*)),76,76,2,1.0,1.0,1.0
((a|ε)((a|b)*)),77,77,2,1.0,1.0,1.0
((a|ε)((b|a)*)),77,77,2,1.0,1.0,1.0
((a|ε)((b|b)*)),76,76,2,0,0,0
((b|ε)((a|a)|ε)),33,33,1,0,0,0
((b|ε)((a|b)|ε)),33,33,1,0,0,0
((b|ε)((b|a)|ε)),33,33,1,0,0,0
((b|ε)((b|b)|ε)),33,33,1,0,0,0
((b|ε)((a|a)*)),80,80,2,1.0,1.0,1.0
((b|ε)((a|b)*)),80,80,2,1.0,1.0,1.0
((b|ε)((b|a)*)),80,80,2,1.0,1.0,1.0
((b|ε)((b|b)*)),73,73,2,1.0,1.0,1.0
(((aa)|ε)a),33,33,1,0,0.0,0
(((aa)|ε)b),33,33,1,0,0,0
(((ab)|ε)a),33,33,1,0,0,0
(((ab)|ε)b),33,33,1,0,0,0
(((ba)|ε)a),33,33,1,0,0,0
(((ba)|ε)b),33,33,1,0,0,0
(((bb)|ε)a),33,33,1,0,0,0
(((bb)|ε)b),33,33,1,0,0,0
((a|(a|a))a),33,33,1,0,0,0
((a|(a|a))b),33,33,1,0,0,0
((a|(a|b))a),33,33,1,0,0,0
((a|(a|b))b),33,33,1,0,0,0
((a|(b|a))a),33,33,1,0,0,0
((a|(b|a))b),33,33,1,0,0,0
((a|(b|b))a),33,33,1,0,0,0
((a|(b|b))b),33,33,1,0,0,0
((b|(a|a))a),33,33,1,0,0,0
((b|(a|a))b),33,33,1,0,0,0
((b|(a|b))a),33,33,1,0,0,0
((b|(a|b))b),33,33,1,0,0,0
((b|(b|a))a),33,33,1,0,0,0
((b|(b|a))b),33,33,1,0,0,0
((b|(b|b))a),33,33,1,0,0,0
((b|(b|b))b),33,33,1,0,0,0
(((a*)|(a*))a),76,76,2,1.0,1.0,1.0
(((a*)|(a*))b),87,87,2,0,0,0
(((a*)|(b*))a),163,163,3,1.0,1.0,1.0
(((a*)|(b*))b),167,167,3,1.0,1.0,1.0
(((b*)|(a*))a),163,163,3,1.0,1.0,1.0
(((b*)|(a*))b),167,167,3,1.0,1.0,1.0
(((b*)|(b*))a),76,76,2,0,0,0
(((b*)|(b*))b),73,73,2,1.0,1.0,1.0
(a((aa)|ε)),33,33,1,0,0.0,0
(a((ab)|ε)),33,33,1,0,0,0
(a((ba)|ε)),33,33,1,0,0,0
(a((bb)|ε)),33,33,1,0,0,0
(a(a|(a|a))),33,33,1,0,0,0
(a(a|(a|b))),33,33,1,0,0,0
(a(a|(b|a))),33,33,1,0,0,0
(a(a|(b|b))),33,33,1,0,0,0
(a(b|(a|a))),33,33,1,0,0,0
(a(b|(a|b))),33,33,1,0,0,0
(a(b|(b|a))),33,33,1,0,0,0
(a(b|(b|b))),33,33,1,0,0,0
(a((a*)|(a*))),76,76,2,1.0,1.0,1.0
(a((a*)|(b*))),167,167,3,1.0,1.0,1.0
(a((b*)|(a*))),167,167,3,1.0,1.0,1.0
(a((b*)|(b*))),76,76,2,0,0,0
(a((aa)*)),76,76,2,1.0,1.0,1.0
(a((ab)*)),76,76,2,0,0,0
(a((ba)*)),76,76,2,0,0,0
(a((bb)*)),95,95,2,0,0,0
(b((aa)|ε)),33,33,1,0,0,0
(b((ab)|ε)),33,33,1,0,0,0
(b((ba)|ε)),33,33,1,0,0,0
(b((bb)|ε)),33,33,1,0,0,0
(b(a|(a|a))),33,33,1,0,0,0
(b(a|(a|b))),33,33,1,0,0,0
(b(a|(b|a))),33,33,1,0,0,0
(b(a|(b|b))),33,33,1,0,0,0
(b(b|(a|a))),33,33,1,0,0,0
(b(b|(a|b))),33,33,1,0,0,0
(b(b|(b|a))),33,33,1,0,0,0
(b(b|(b|b))),33,33,1,0,0,0
(b((a*)|(a*))),80,80,2,1.0,1.0,1.0
(b((a*)|(b*))),169,169,3,1.0,1.0,1.0
(b((b*)|(a*))),169,169,3,1.0,1.0,1.0
(b((b*)|(b*))),73,73,2,1.0,1.0,1.0
(b((aa)*)),87,87,2,0,0.0,0
(b((ab)*)),87,87,2,0,0,0
(b((ba)*)),87,87,2,0,0,0
(b((bb)*)),87,87,2,1.0,1.0,1.0
(((a|a)*)(a|ε)),76,76,2,1.0,1.0,1.0
(((a|a)*)(b|ε)),87,87,2,0,0,0
(((a|a)*)(a*)),35,35,1,1.0,1.0,1.0
(((a|a)*)(b*)),76,76,2,1.0,1.0,1.0
(((a|b)*)(a|ε)),35,35,1,1.0,1.0,1.0
(((a|b)*)(b|ε)),35,35,1,1.0,1.0,1.0
(((a|b)*)(a*)),33,33,1,1.0,1.0,1.0
(((a|b)*)(b*)),33,33,1,1.0,1.0,1.0
(((b|a)*)(a|ε)),35,35,1,1.0,1.0,1.0
(((b|a)*)(b|ε)),35,35,1,1.0,1.0,1.0
(((b|a)*)(a*)),33,33,1,1.0,1.0,1.0
(((b|a)*)(b*)),33,33,1,1.0,1.0,1.0
(((b|b)*)(a|ε)),76,76,2,0,0,0
(((b|b)*)(b|ε)),73,73,2,1.0,1.0,1.0
(((b|b)*)(a*)),76,76,2,1.0,1.0,1.0
(((b|b)*)(b*)),35,35,1,1.0,1.0,1.0
((a*)((a|a)|ε)),76,76,2,1.0,1.0,1.0
((a*)((a|b)|ε)),76,76,2,1.0,1.0,1.0
((a*)((b|a)|ε)),76,76,2,1.0,1.0,1.0
((a*)((b|b)|ε)),87,87,2,0,0,0
((a*)((a|a)*)),35,35,1,1.0,1.0,1.0
((a*)((a|b)*)),33,33,1,1.0,1.0,1.0
((a*)((b|a)*)),33,33,1,1.0,1.0,1.0
((a*)((b|b)*)),76,76,2,1.0,1.0,1.0
((b*)((a|a)|ε)),76,76,2,0,0,0
((b*)((a|b)|ε)),77,77,2,1.0,1.0,1.0
((b*)((b|a)|ε)),77,77,2,1.0,1.0,1.0
((b*)((b|b)|ε)),73,73,2,1.0,1.0,1.0
((b*)((a|a)*)),76,76,2,1.0,1.0,1.0
((b*)((a|b)*)),33,33,1,1.0,1.0,1.0
((b*)((b|a)*)),33,33,1,1.0,1.0,1.0
((b*)((b|b)*)),35,35,1,1.0,1.0,1.0
(((aa)*)a),76,76,2,1.0,1.0,1.0
(((aa)*)b),110,110,2,0,0,0
(((ab)*)a),76,76,2,0,0,0
(((ab)*)b),110,110,2,1.0,1.0,1.0
(((ba)*)a),76,76,2,0,0.0,0
(((ba)*)b),87,87,2,0,0,0
(((bb)*)a),76,76,2,0,0,0
(((bb)*)b),87,87,2,1.0,1.0,1.0
((a|ε)((a|ε)a)),33,33,1,0,0.0,0
((a|ε)((a|ε)b)),33,33,1,0,0,0
((a|ε)((b|ε)a)),33,33,1,0,0,0
((a|ε)((b|ε)b)),33,33,1,0,0,0
((a|ε)(a(a|ε))),33,33,1,0,0.0,0
((a|ε)(a(b|ε))),33,33,1,0,0,0
((a|ε)(a(a*))),33,33,1,0,0.0,0
((a|ε)(a(b*))),33,33,1,0,0,0
((a|ε)(b(a|ε))),33,33,1,0,0,0
((a|ε)(b(b|ε))),33,33,1,0,0,0
((a|ε)(b(a*))),33,33,1,0,0,0
((a|ε)(b(b*))),33,33,1,0,0.0,0
((a|ε)((a*)a)),33,33,1,0,0.0,0
((a|ε)((a*)b)),33,33,1,0,0,0
((a|ε)((b*)a)),33,33,1,0,0.0,0
((a|ε)((b*)b)),33,33,1,0,0.0,0
((b|ε)((a|ε)a)),33,33,1,0,0,0
((b|ε)((a|ε)b)),33,33,1,0,0,0
((b|ε)((b|ε)a)),33,33,1,0,0,0
((b|ε)((b|ε)b)),33,33,1,0,0,0
((b|ε)(a(a|ε))),33,33,1,0,0,0
((b|ε)(a(b|ε))),33,33,1,0,0,0
((b|ε)(a(a*))),33,33,1,0,0.0,0
((b|ε)(a(b*))),33,33,1,0,0,0
((b|ε)(b(a|ε))),33,33,1,0,0,0
((b|ε)(b(b|ε))),33,33,1,0,0,0
((b|ε)(b(a*))),33,33,1,0,0,0
((b|ε)(b(b*))),33,33,1,0,0.0,0
((b|ε)((a*)a)),33,33,1,0,0.0,0
((b|ε)((a*)b)),33,33,1,0,0.0,0
((b|ε)((b*)a)),33,33,1,0,0,0
((b|ε)((b*)b)),33,33,1,0,0.0,0
(a((a|ε)(a|ε))),33,33,1,0,0.0,0
(a((a|ε)(b|ε))),33,33,1,0,0,0
(a((a|ε)(a*))),33,33,1,0,0.0,0
(a((a|ε)(b*))),33,33,1,0,0,0
(a((b|ε)(a|ε))),33,33,1,0,0,0
(a((b|ε)(b|ε))),33,33,1,0,0,0
(a((b|ε)(a*))),33,33,1,0,0,0
(a((b|ε)(b*))),33,33,1,0,0.0,0
(a((a*)(a|ε))),33,33,1,0,0.0,0
(a((a*)(b|ε))),33,33,1,0,0,0
(a((a*)(a*))),76,76,2,1.0,1.0,1.0
(a((a*)(b*))),76,76,2,1.0,1.0,1.0
(a((b*)(a|ε))),33,33,1,0,0.0,0
(a((b*)(b|ε))),33,33,1,0,0.0,0
(a((b*)(a*))),95,95,2,1.0,1.0,1.0
(a((b*)(b*))),76,76,2,0,0,0
(b((a|ε)(a|ε))),33,33,1,0,0,0
(b((a|ε)(b|ε))),33,33,1,0,0,0
(b((a|ε)(a*))),33,33,1,0,0.0,0
(b((a|ε)(b*))),33,33,1,0,0,0
(b((b|ε)(a|ε))),33,33,1,0,0,0
(b((b|ε)(b|ε))),33,33,1,0,0,0
(b((b|ε)(a*))),33,33,1,0,0,0
(b((b|ε)(b*))),33,33,1,0,0.0,0
(b((a*)(a|ε))),33,33,1,0,0.0,0
(b((a*)(b|ε))),33,33,1,0,0.0,0
(b((a*)(a*))),80,80,2,1.0,1.0,1.0
(b((a*)(b*))),145,145,3,1.0,1.0,1.0
(b((b*)(a|ε))),33,33,1,0,0,0
(b((b*)(b|ε))),33,33,1,0,0.0,0
(b((b*)(a*))),84,84,2,1.0,1.0,1.0
(b((b*)(b*))),73,73,2,1.0,1.0,1.0
((a*)((a|ε)a)),33,33,1,0,0.0,0
((a*)((a|ε)b)),33,33,1,0,0,0
((a*)((b|ε)a)),33,33,1,0,0.0,0
((a*)((b|ε)b)),33,33,1,0,0,0
((a*)(a(a|ε))),33,33,1,0,0.0,0
((a*)(a(b|ε))),33,33,1,0,0,0
((a*)(a(a*))),76,76,2,1.0,1.0,1.0
((a*)(a(b*))),76,76,2,1.0,1.0,1.0
((a*)(b(a|ε))),33,33,1,0,0.0,0
((a*)(b(b|ε))),33,33,1,0,0,0
((a*)(b(a*))),80,80,2,1.0,1.0,1.0
((a*)(b(b*))),73,73,2,1.0,1.0,1.0
((a*)((a*)a)),76,76,2,1.0,1.0,1.0
((a*)((a*)b)),87,87,2,0,0,0
((a*)((b*)a)),95,95,2,1.0,1.0,1.0
((a*)((b*)b)),73,73,2,1.0,1.0,1.0
((b*)((a|ε)a)),147,147,3,1.0,1.0,1.0
((b*)((a|ε)b)),33,33,1,0,0,0
((b*)((b|ε)a)),33,33,1,0,0,0
((b*)((b|ε)b)),33,33,1,0,0.0,0
((b*)(a(a|ε))),147,147,3,1.0,1.0,1.0
((b*)(a(b|ε))),33,33,1,0,0,0
((b*)(a(a*))),76,76,2,1.0,1.0,1.0
((b*)(a(b*))),76,76,2,1.0,1.0,1.0
((b*)(b(a|ε))),33,33,1,0,0,0
((b*)(b(b|ε))),33,33,1,0,0.0,0
((b*)(b(a*))),84,84,2,1.0,1.0,1.0
((b*)(b(b*))),73,73,2,1.0,1.0,1.0
((b*)((a*)a)),76,76,2,1.0,1.0,1.0
((b*)((a*)b)),90,90,2,1.0,1.0,1.0
((b*)((b*)a)),76,76,2,0,0,0
((b*)((b*)b)),73,73,2,1.0,1.0,1.0
((a|(a|(a*)))*),35,35,1,1.0,1.0,1.0
((a|(a|(b*)))*),33,33,1,1.0,1.0,1.0
((a|(b|(a*)))*),33,33,1,1.0,1.0,1.0
((a|(b|(b*)))*),33,33,1,1.0,1.0,1.0
((a|(aa))*),35,35,1,1.0,1.0,1.0
((a|(ab))*),82,82,2,1.0,1.0,1.0
((a|(ba))*),80,80,2,1.0,1.0,1.0
((a|(bb))*),82,82,2,1.0,1.0,1.0
((b|(a|(a*)))*),33,33,1,1.0,1.0,1.0
((b|(a|(b*)))*),33,33,1,1.0,1.0,1.0
((b|(b|(a*)))*),33,33,1,1.0,1.0,1.0
((b|(b|(b*)))*),35,35,1,1.0,1.0,1.0
((b|(aa))*),77,77,2,1.0,1.0,1.0
((b|(ab))*),83,83,2,1.0,1.0,1.0
((b|(ba))*),77,77,2,1.0,1.0,1.0
((b|(bb))*),35,35,1,1.0,1.0,1.0
((((a|a)*)|(a*))*),35,35,1,1.0,1.0,1.0
((((a|a)*)|(b*))*),33,33,1,1.0,1.0,1.0
((((a|b)*)|(a*))*),33,33,1,1.0,1.0,1.0
((((a|b)*)|(b*))*),33,33,1,1.0,1.0,1.0
((((b|a)*)|(a*))*),33,33,1,1.0,1.0,1.0
((((b|a)*)|(b*))*),33,33,1,1.0,1.0,1.0
((((b|b)*)|(a*))*),33,33,1,1.0,1.0,1.0
((((b|b)*)|(b*))*),35,35,1,1.0,1.0,1.0
(((a*)|((a|a)*))*),35,35,1,1.0,1.0,1.0
(((a*)|((a|b)*))*),33,33,1,1.0,1.0,1.0
(((a*)|((b|a)*))*),33,33,1,1.0,1.0,1.0
(((a*)|((b|b)*))*),33,33,1,1.0,1.0,1.0
(((a*)|(a*)|(a*))*),35,35,1,1.0,1.0,1.0
(((a*)|(a*)|(b*))*),33,33,1,1.0,1.0,1.0
(((a*)|(b*)|(a*))*),33,33,1,1.0,1.0,1.0
(((a*)|(b*)|(b*))*),33,33,1,1.0,1.0,1.0
(((b*)|((a|a)*))*),33,33,1,1.0,1.0,1.0
(((b*)|((a|b)*))*),33,33,1,1.0,1.0,1.0
(((b*)|((b|a)*))*),33,33,1,1.0,1.0,1.0
(((b*)|((b|b)*))*),35,35,1,1.0,1.0,1.0
(((b*)|(a*)|(a*))*),33,33,1,1.0,1.0,1.0
(((b*)|(a*)|(b*))*),33,33,1,1.0,1.0,1.0
(((b*)|(b*)|(a*))*),33,33,1,1.0,1.0,1.0
(((b*)|(b*)|(b*))*),35,35,1,1.0,1.0,1.0
((((a|a)|ε)a)*),76,76,2,0,0,0
((((a|a)|ε)b)*),83,83,2,1.0,1.0,1.0
((((a|b)|ε)a)*),76,76,2,1.0,1.0,1.0
((((a|b)|ε)b)*),83,83,2,1.0,1.0,1.0
((((b|a)|ε)a)*),76,76,2,1.0,1.0,1.0
((((b|a)|ε)b)*),83,83,2,1.0,1.0,1.0
((((b|b)|ε)a)*),35,35,1,0,0,0
((((b|b)|ε)b)*),35,35,1,0,0.0,0
(((a|ε)(a|a))*),76,76,2,0,0,0
(((a|ε)(a|b))*),76,76,2,1.0,1.0,1.0
(((a|ε)(b|a))*),76,76,2,1.0,1.0,1.0
(((a|ε)(b|b))*),83,83,2,1.0,1.0,1.0
(((b|ε)(a|a))*),35,35,1,0,0,0
(((b|ε)(a|b))*),100,100,2,1.0,1.0,1.0
(((b|ε)(b|a))*),100,100,2,1.0,1.0,1.0
(((b|ε)(b|b))*),35,35,1,0,0.0,0
(((a|a)(a|ε))*),76,76,2,0,0,0
(((a|a)(b|ε))*),83,83,2,1.0,1.0,1.0
(((a|a)(a*))*),35,35,1,1.0,1.0,1.0
(((a|a)(b*))*),80,80,2,1.0,1.0,1.0
(((a|b)(a|ε))*),76,76,2,1.0,1.0,1.0
(((a|b)(b|ε))*),83,83,2,1.0,1.0,1.0
(((a|b)(a*))*),33,33,1,1.0,1.0,1.0
(((a|b)(b*))*),33,33,1,1.0,1.0,1.0
(((b|a)(a|ε))*),76,76,2,1.0,1.0,1.0
(((b|a)(b|ε))*),83,83,2,1.0,1.0,1.0
(((b|a)(a*))*),33,33,1,1.0,1.0,1.0
(((b|a)(b*))*),33,33,1,1.0,1.0,1.0
(((b|b)(a|ε))*),35,35,1,0,0,0
(((b|b)(b|ε))*),35,35,1,0,0.0,0
(((b|b)(a*))*),77,77,2,1.0,1.0,1.0
(((b|b)(b*))*),35,35,1,1.0,1.0,1.0
((a((a|a)|ε))*),76,76,2,0,0,0
((a((a|b)|ε))*),76,76,2,1.0,1.0,1.0
((a((b|a)|ε))*),76,76,2,1.0,1.0,1.0
((a((b|b)|ε))*),83,83,2,1.0,1.0,1.0
((a((a|a)*))*),35,35,1,1.0,1.0,1.0
((a((a|b)*))*),80,80,2,1.0,1.0,1.0
((a((b|a)*))*),80,80,2,1.0,1.0,1.0
((a((b|b)*))*),80,80,2,1.0,1.0,1.0
((b((a|a)|ε))*),35,35,1,0,0,0
((b((a|b)|ε))*),100,100,2,1.0,1.0,1.0
((b((b|a)|ε))*),100,100,2,1.0,1.0,1.0
((b((b|b)|ε))*),35,35,1,0,0.0,0
((b((a|a)*))*),77,77,2,1.0,1.0,1.0
((b((a|b)*))*),77,77,2,1.0,1.0,1.0
((b((b|a)*))*),77,77,2,1.0,1.0,1.0
((b((b|b)*))*),35,35,1,1.0,1.0,1.0
((((a|a)*)a)*),35,35,1,1.0,1.0,1.0
((((a|a)*)b)*),35,35,1,1.0,1.0,1.0
((((a|b)*)a)*),35,35,1,1.0,1.0,1.0
((((a|b)*)b)*),35,35,1,1.0,1.0,1.0
